text,label
Pembayaran restoran sebesar Rp 19774 via UPI Ref 797118,food
Pemesanan bus sebesar Rp 24976 via UPI Ref 260470,travel
Cicilan KPR sebesar Rp 27102 via UPI Ref 178011,loan
Transaksi belanja online sebesar Rp 5022 via UPI Ref 622491,shopping
Potongan cicilan ponsel sebesar Rp 19749 via UPI Ref 526635,loan
Pembayaran restoran sebesar Rp 18787 via UPI Ref 443674,food
Pemesanan taksi Ola sebesar Rp 9106 via UPI Ref 650454,travel
Pembelian Flipkart sebesar Rp 23858 via UPI Ref 218881,shopping
Pembelian di toko kelontong sebesar Rp 21974 via UPI Ref 433774,food
Pengiriman makanan Zomato sebesar Rp 37875 via UPI Ref 322623,food
Pembelian Flipkart sebesar Rp 15272 via UPI Ref 151462,shopping
Cicilan KPR sebesar Rp 49948 via UPI Ref 676935,loan
Pembelian Flipkart sebesar Rp 46814 via UPI Ref 675601,shopping
Pembelian di toko elektronik sebesar Rp 36299 via UPI Ref 789857,shopping
Potongan cicilan pinjaman sebesar Rp 26553 via UPI Ref 888845,loan
Pembelian di toko kelontong sebesar Rp 27636 via UPI Ref 197483,food
Cicilan KPR sebesar Rp 48668 via UPI Ref 154582,loan
Pemesanan taksi Ola sebesar Rp 6281 via UPI Ref 716881,travel
Pesanan Swiggy sebesar Rp 31359 via UPI Ref 144590,food
Investasi premi asuransi sebesar Rp 23766 via UPI Ref 525709,investment
Pembelian Flipkart sebesar Rp 17420 via UPI Ref 266521,shopping
Pembayaran toko pakaian sebesar Rp 5474 via UPI Ref 450290,shopping
Pemesanan tiket pesawat sebesar Rp 42599 via UPI Ref 696655,travel
Pembayaran restoran sebesar Rp 30922 via UPI Ref 329027,food
Pemesanan tiket pesawat sebesar Rp 48456 via UPI Ref 962113,travel
Pembayaran toko pakaian sebesar Rp 26832 via UPI Ref 105543,shopping
Pembelian di toko elektronik sebesar Rp 37894 via UPI Ref 933262,shopping
Pembayaran agen perjalanan sebesar Rp 35985 via UPI Ref 349468,travel
Transaksi di restoran pizza sebesar Rp 13928 via UPI Ref 743047,food
Investasi pasar saham sebesar Rp 34688 via UPI Ref 406924,investment
Pembayaran cicilan kartu kredit sebesar Rp 26610 via UPI Ref 719467,loan
Investasi obligasi emas sebesar Rp 18952 via UPI Ref 382444,investment
Pemesanan taksi Ola sebesar Rp 46427 via UPI Ref 540636,travel
Potongan cicilan ponsel sebesar Rp 39766 via UPI Ref 621852,loan
Pesanan Swiggy sebesar Rp 26677 via UPI Ref 719433,food
Pemesanan bus sebesar Rp 45405 via UPI Ref 234418,travel
Belanja di mal sebesar Rp 42096 via UPI Ref 708388,shopping
Tagihan kafe sebesar Rp 8780 via UPI Ref 845609,food
Tagihan kafe sebesar Rp 16483 via UPI Ref 881063,food
Pesanan Swiggy sebesar Rp 44931 via UPI Ref 513892,food
Pembelian tiket kereta sebesar Rp 18223 via UPI Ref 218083,travel
Pembayaran pesanan Amazon sebesar Rp 42819 via UPI Ref 320415,shopping
Pembayaran restoran sebesar Rp 27189 via UPI Ref 212149,food
Pembayaran cicilan kartu kredit sebesar Rp 29399 via UPI Ref 251397,loan
Pemesanan taksi Ola sebesar Rp 24266 via UPI Ref 440904,travel
Pembelian kripto sebesar Rp 43322 via UPI Ref 644070,investment
Cicilan mobil sebesar Rp 43558 via UPI Ref 311339,loan
Pembelian tiket kereta sebesar Rp 25607 via UPI Ref 470334,travel
Pembelian tiket kereta sebesar Rp 32206 via UPI Ref 612662,travel
Cicilan mobil sebesar Rp 3306 via UPI Ref 364357,loan
Transaksi di restoran pizza sebesar Rp 30481 via UPI Ref 266309,food
Pembayaran restoran sebesar Rp 49142 via UPI Ref 581031,food
Pembelian di toko elektronik sebesar Rp 13458 via UPI Ref 533485,shopping
Pembelian di toko kelontong sebesar Rp 9320 via UPI Ref 397214,food
Pembayaran cicilan kartu kredit sebesar Rp 28028 via UPI Ref 906411,loan
Makan malam di hotel sebesar Rp 34807 via UPI Ref 168466,food
Tagihan toko mode sebesar Rp 22896 via UPI Ref 417923,shopping
Pembayaran agen perjalanan sebesar Rp 13267 via UPI Ref 821872,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 31349 via UPI Ref 509568,loan
Pembayaran cicilan kartu kredit sebesar Rp 31580 via UPI Ref 331279,loan
Investasi pasar saham sebesar Rp 1223 via UPI Ref 918946,investment
Pembayaran agen perjalanan sebesar Rp 25303 via UPI Ref 329504,travel
Belanja di mal sebesar Rp 7297 via UPI Ref 380678,shopping
Cicilan pinjaman pribadi sebesar Rp 16799 via UPI Ref 823420,loan
Pembelian di toko kelontong sebesar Rp 43241 via UPI Ref 641569,food
Potongan cicilan ponsel sebesar Rp 26557 via UPI Ref 121285,loan
Pesanan Swiggy sebesar Rp 15908 via UPI Ref 396551,food
Pembayaran cicilan peralatan elektronik sebesar Rp 16110 via UPI Ref 894544,loan
Belanja di mal sebesar Rp 41225 via UPI Ref 621180,shopping
Pembayaran pesanan Amazon sebesar Rp 9871 via UPI Ref 120520,shopping
Pembayaran cicilan peralatan elektronik sebesar Rp 45296 via UPI Ref 907074,loan
Belanja supermarket sebesar Rp 37321 via UPI Ref 457875,shopping
Makan malam di hotel sebesar Rp 12775 via UPI Ref 296473,food
Pembelian di toko kelontong sebesar Rp 47343 via UPI Ref 901282,food
Pendanaan akun demat sebesar Rp 45714 via UPI Ref 943677,investment
Cicilan pinjaman pribadi sebesar Rp 13172 via UPI Ref 759393,loan
Deposito berjangka sebesar Rp 39524 via UPI Ref 692671,investment
Transaksi belanja online sebesar Rp 6397 via UPI Ref 498376,shopping
Investasi obligasi emas sebesar Rp 12962 via UPI Ref 356779,investment
Potongan cicilan pinjaman sebesar Rp 22129 via UPI Ref 474216,loan
Investasi premi asuransi sebesar Rp 15905 via UPI Ref 658352,investment
Cicilan mobil sebesar Rp 15014 via UPI Ref 551750,loan
Pembayaran pesanan Amazon sebesar Rp 45302 via UPI Ref 179973,shopping
Pengiriman makanan Zomato sebesar Rp 15258 via UPI Ref 530687,food
Tagihan kafe sebesar Rp 30710 via UPI Ref 532390,food
Pembelian Flipkart sebesar Rp 6824 via UPI Ref 814039,shopping
Tagihan toko mode sebesar Rp 47183 via UPI Ref 242314,shopping
Pembelian tiket kereta sebesar Rp 14417 via UPI Ref 488892,travel
Pembayaran restoran sebesar Rp 16907 via UPI Ref 112266,food
Belanja supermarket sebesar Rp 7982 via UPI Ref 394032,shopping
Tagihan toko mode sebesar Rp 13802 via UPI Ref 198023,shopping
Pembayaran cicilan kartu kredit sebesar Rp 40193 via UPI Ref 224548,loan
Pembelian di toko kelontong sebesar Rp 39311 via UPI Ref 662971,food
Pembayaran taksi Uber sebesar Rp 31295 via UPI Ref 822465,travel
Cicilan pinjaman pribadi sebesar Rp 11046 via UPI Ref 789225,loan
Makan malam di hotel sebesar Rp 14279 via UPI Ref 934375,food
Pendanaan akun demat sebesar Rp 6659 via UPI Ref 193019,investment
Pembayaran toko pakaian sebesar Rp 37827 via UPI Ref 391158,shopping
Transaksi di restoran pizza sebesar Rp 45737 via UPI Ref 465909,food
Pembayaran cicilan peralatan elektronik sebesar Rp 29745 via UPI Ref 683309,loan
Pembayaran taksi Uber sebesar Rp 48524 via UPI Ref 202247,travel
Pembayaran pesanan Amazon sebesar Rp 43832 via UPI Ref 388628,shopping
Pemesanan tiket pesawat sebesar Rp 10386 via UPI Ref 345597,travel
Pengiriman makanan Zomato sebesar Rp 12935 via UPI Ref 967463,food
Pembelian tiket kereta sebesar Rp 8791 via UPI Ref 409329,travel
SIP reksa dana sebesar Rp 43462 via UPI Ref 571300,investment
Pemesanan tiket pesawat sebesar Rp 2163 via UPI Ref 223602,travel
Isi ulang metro sebesar Rp 41199 via UPI Ref 893341,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 45107 via UPI Ref 552798,loan
Pemesanan taksi Ola sebesar Rp 10524 via UPI Ref 596741,travel
SIP reksa dana sebesar Rp 11331 via UPI Ref 492729,investment
Pembelian paket makan siang sebesar Rp 11575 via UPI Ref 817686,food
SIP reksa dana sebesar Rp 5659 via UPI Ref 901549,investment
Pembelian tiket kereta sebesar Rp 4898 via UPI Ref 261207,travel
SIP reksa dana sebesar Rp 28583 via UPI Ref 340393,investment
Pemesanan bus sebesar Rp 46872 via UPI Ref 645534,travel
Transaksi belanja online sebesar Rp 29791 via UPI Ref 265042,shopping
Pembayaran toko pakaian sebesar Rp 29529 via UPI Ref 545525,shopping
Pembayaran agen perjalanan sebesar Rp 18396 via UPI Ref 431067,travel
Cicilan pinjaman pribadi sebesar Rp 14134 via UPI Ref 869040,loan
Tagihan kafe sebesar Rp 26695 via UPI Ref 409890,food
Investasi premi asuransi sebesar Rp 35191 via UPI Ref 587449,investment
Pesanan Swiggy sebesar Rp 45615 via UPI Ref 232937,food
Tagihan kafe sebesar Rp 48400 via UPI Ref 834285,food
Pembelian Flipkart sebesar Rp 36804 via UPI Ref 602605,shopping
Deposito berjangka sebesar Rp 38154 via UPI Ref 847056,investment
Pembayaran taksi Uber sebesar Rp 34044 via UPI Ref 288526,travel
Pembayaran toko pakaian sebesar Rp 8385 via UPI Ref 352164,shopping
Pembelian paket makan siang sebesar Rp 39873 via UPI Ref 670079,food
Tagihan kafe sebesar Rp 35424 via UPI Ref 679104,food
Pembayaran toko roti sebesar Rp 34511 via UPI Ref 663679,food
Pembelian di toko kelontong sebesar Rp 17214 via UPI Ref 448206,food
Belanja di mal sebesar Rp 11785 via UPI Ref 146156,shopping
Pembelian kripto sebesar Rp 13554 via UPI Ref 246499,investment
Pemesanan taksi Ola sebesar Rp 34044 via UPI Ref 255002,travel
Tagihan toko mode sebesar Rp 4781 via UPI Ref 542627,shopping
Pembelian Flipkart sebesar Rp 48448 via UPI Ref 897064,shopping
Cicilan mobil sebesar Rp 10889 via UPI Ref 814435,loan
Pembayaran cicilan peralatan elektronik sebesar Rp 22230 via UPI Ref 131415,loan
Pembayaran restoran sebesar Rp 1890 via UPI Ref 912965,food
Pembayaran restoran sebesar Rp 5581 via UPI Ref 438162,food
Pemesanan taksi Ola sebesar Rp 5515 via UPI Ref 821374,travel
Pembayaran agen perjalanan sebesar Rp 6539 via UPI Ref 560302,travel
Transaksi belanja online sebesar Rp 3851 via UPI Ref 925717,shopping
Pembayaran pesanan Amazon sebesar Rp 47235 via UPI Ref 257050,shopping
Cicilan KPR sebesar Rp 24941 via UPI Ref 804830,loan
Pembelian paket makan siang sebesar Rp 42410 via UPI Ref 403942,food
Cicilan KPR sebesar Rp 10538 via UPI Ref 189171,loan
Belanja di mal sebesar Rp 39444 via UPI Ref 800599,shopping
Tagihan toko mode sebesar Rp 18920 via UPI Ref 614996,shopping
Pembelian Flipkart sebesar Rp 9968 via UPI Ref 284260,shopping
Cicilan pinjaman pribadi sebesar Rp 40840 via UPI Ref 926602,loan
Pembayaran toko roti sebesar Rp 24967 via UPI Ref 591650,food
Pembelian paket makan siang sebesar Rp 28587 via UPI Ref 590012,food
Pembayaran restoran sebesar Rp 39369 via UPI Ref 151226,food
Pembelian di toko kelontong sebesar Rp 16196 via UPI Ref 496252,food
Potongan cicilan ponsel sebesar Rp 22479 via UPI Ref 192996,loan
Potongan cicilan ponsel sebesar Rp 33909 via UPI Ref 388441,loan
Belanja di mal sebesar Rp 26654 via UPI Ref 496069,shopping
Pembelian Flipkart sebesar Rp 15553 via UPI Ref 533032,shopping
Pemesanan bus sebesar Rp 33633 via UPI Ref 338912,travel
Cicilan KPR sebesar Rp 43440 via UPI Ref 151378,loan
Cicilan KPR sebesar Rp 11256 via UPI Ref 923278,loan
Belanja supermarket sebesar Rp 47915 via UPI Ref 143907,shopping
Pembayaran pesanan Amazon sebesar Rp 41061 via UPI Ref 592588,shopping
Transaksi di restoran pizza sebesar Rp 13726 via UPI Ref 352067,food
Investasi obligasi emas sebesar Rp 40352 via UPI Ref 685380,investment
Investasi obligasi emas sebesar Rp 23370 via UPI Ref 924729,investment
Pembelian paket makan siang sebesar Rp 12208 via UPI Ref 231875,food
Pembayaran restoran sebesar Rp 17651 via UPI Ref 940951,food
Pesanan Swiggy sebesar Rp 25768 via UPI Ref 365095,food
Pembelian Flipkart sebesar Rp 36524 via UPI Ref 655000,shopping
Pembelian di toko kelontong sebesar Rp 41097 via UPI Ref 868905,food
Pembayaran cicilan peralatan elektronik sebesar Rp 42290 via UPI Ref 286064,loan
Tagihan toko mode sebesar Rp 32766 via UPI Ref 361111,shopping
Pembayaran toko pakaian sebesar Rp 24878 via UPI Ref 853067,shopping
Pembayaran pom bensin sebesar Rp 42550 via UPI Ref 167282,travel
Pendanaan akun demat sebesar Rp 15974 via UPI Ref 262383,investment
Pengiriman makanan Zomato sebesar Rp 45755 via UPI Ref 519517,food
Pembelian di toko elektronik sebesar Rp 47678 via UPI Ref 279171,shopping
Pembelian di toko elektronik sebesar Rp 26815 via UPI Ref 412042,shopping
Pembayaran taksi Uber sebesar Rp 16006 via UPI Ref 540191,travel
Isi ulang metro sebesar Rp 47433 via UPI Ref 860457,travel
Belanja supermarket sebesar Rp 14116 via UPI Ref 209149,shopping
Pembayaran cicilan peralatan elektronik sebesar Rp 16605 via UPI Ref 186159,loan
Investasi premi asuransi sebesar Rp 2772 via UPI Ref 961968,investment
Pendanaan akun demat sebesar Rp 41494 via UPI Ref 508819,investment
Isi ulang metro sebesar Rp 49271 via UPI Ref 491816,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 2873 via UPI Ref 295652,loan
Investasi premi asuransi sebesar Rp 15112 via UPI Ref 856153,investment
Cicilan KPR sebesar Rp 35716 via UPI Ref 816369,loan
Pemesanan bus sebesar Rp 12661 via UPI Ref 864670,travel
Pesanan Swiggy sebesar Rp 30890 via UPI Ref 495597,food
Cicilan mobil sebesar Rp 18436 via UPI Ref 404716,loan
Pembayaran pesanan Amazon sebesar Rp 14902 via UPI Ref 866278,shopping
Pembayaran toko roti sebesar Rp 15923 via UPI Ref 683102,food
Belanja di mal sebesar Rp 18150 via UPI Ref 447656,shopping
Pembayaran agen perjalanan sebesar Rp 40083 via UPI Ref 972156,travel
Pembayaran toko roti sebesar Rp 2560 via UPI Ref 403768,food
Pembelian di toko kelontong sebesar Rp 15751 via UPI Ref 314580,food
Pembelian tiket kereta sebesar Rp 23369 via UPI Ref 303768,travel
Pembelian di toko elektronik sebesar Rp 38577 via UPI Ref 430378,shopping
Transaksi di restoran pizza sebesar Rp 47839 via UPI Ref 332656,food
Pemesanan taksi Ola sebesar Rp 6002 via UPI Ref 199168,travel
Tagihan toko mode sebesar Rp 34585 via UPI Ref 589108,shopping
Pembelian paket makan siang sebesar Rp 3267 via UPI Ref 735915,food
Pembelian tiket kereta sebesar Rp 38983 via UPI Ref 195859,travel
Pembayaran agen perjalanan sebesar Rp 14307 via UPI Ref 241250,travel
Deposito berjangka sebesar Rp 21269 via UPI Ref 336682,investment
Transaksi di restoran pizza sebesar Rp 2377 via UPI Ref 858498,food
Pesanan Swiggy sebesar Rp 49254 via UPI Ref 741597,food
Tagihan toko mode sebesar Rp 49802 via UPI Ref 443346,shopping
SIP reksa dana sebesar Rp 30358 via UPI Ref 625004,investment
Investasi premi asuransi sebesar Rp 36311 via UPI Ref 855274,investment
Pembayaran pesanan Amazon sebesar Rp 799 via UPI Ref 293807,shopping
Pembayaran taksi Uber sebesar Rp 2026 via UPI Ref 714560,travel
Pembayaran toko roti sebesar Rp 27298 via UPI Ref 217455,food
Belanja di mal sebesar Rp 39237 via UPI Ref 649317,shopping
Tagihan kafe sebesar Rp 45214 via UPI Ref 495618,food
Cicilan mobil sebesar Rp 41835 via UPI Ref 836979,loan
Pendanaan akun demat sebesar Rp 47892 via UPI Ref 397427,investment
Pembelian Flipkart sebesar Rp 47599 via UPI Ref 535694,shopping
Tagihan kafe sebesar Rp 25774 via UPI Ref 485776,food
Transaksi belanja online sebesar Rp 8876 via UPI Ref 160759,shopping
Pembelian di toko kelontong sebesar Rp 39663 via UPI Ref 174357,food
Pembelian paket makan siang sebesar Rp 41996 via UPI Ref 909361,food
Pembelian di toko elektronik sebesar Rp 7233 via UPI Ref 665422,shopping
Pembayaran cicilan kartu kredit sebesar Rp 15261 via UPI Ref 516286,loan
Tagihan toko mode sebesar Rp 22575 via UPI Ref 978775,shopping
Pengiriman makanan Zomato sebesar Rp 49679 via UPI Ref 527063,food
Pemesanan tiket pesawat sebesar Rp 47479 via UPI Ref 265337,travel
Pembayaran pom bensin sebesar Rp 9791 via UPI Ref 177071,travel
Pembayaran agen perjalanan sebesar Rp 18123 via UPI Ref 451473,travel
Cicilan mobil sebesar Rp 5129 via UPI Ref 196704,loan
Potongan cicilan pinjaman sebesar Rp 45674 via UPI Ref 882254,loan
Pembayaran cicilan kartu kredit sebesar Rp 34157 via UPI Ref 662146,loan
Deposito berjangka sebesar Rp 2908 via UPI Ref 969880,investment
Potongan cicilan ponsel sebesar Rp 1492 via UPI Ref 915811,loan
Pembayaran cicilan kartu kredit sebesar Rp 32368 via UPI Ref 514708,loan
Pembelian kripto sebesar Rp 48842 via UPI Ref 148610,investment
Pembelian Flipkart sebesar Rp 7735 via UPI Ref 882597,shopping
Pemesanan hotel sebesar Rp 1277 via UPI Ref 144206,travel
Pembayaran taksi Uber sebesar Rp 34195 via UPI Ref 313051,travel
Cicilan mobil sebesar Rp 26172 via UPI Ref 736933,loan
Pembayaran restoran sebesar Rp 25415 via UPI Ref 261472,food
SIP reksa dana sebesar Rp 21096 via UPI Ref 881358,investment
Pemesanan taksi Ola sebesar Rp 11602 via UPI Ref 904881,travel
Pemesanan bus sebesar Rp 22417 via UPI Ref 473078,travel
Transaksi di restoran pizza sebesar Rp 33462 via UPI Ref 677022,food
Pemesanan hotel sebesar Rp 37589 via UPI Ref 214057,travel
Deposito berjangka sebesar Rp 31902 via UPI Ref 545092,investment
Belanja di mal sebesar Rp 40809 via UPI Ref 321101,shopping
Pembelian di toko elektronik sebesar Rp 19131 via UPI Ref 886078,shopping
Pesanan Swiggy sebesar Rp 15966 via UPI Ref 418773,food
Pembayaran pesanan Amazon sebesar Rp 34690 via UPI Ref 569164,shopping
Isi ulang metro sebesar Rp 19658 via UPI Ref 348958,travel
Investasi premi asuransi sebesar Rp 43819 via UPI Ref 677019,investment
Belanja di mal sebesar Rp 26803 via UPI Ref 148360,shopping
Pembelian tiket kereta sebesar Rp 42379 via UPI Ref 492484,travel
Pembelian Flipkart sebesar Rp 3599 via UPI Ref 207452,shopping
Cicilan mobil sebesar Rp 45392 via UPI Ref 827677,loan
Pembayaran restoran sebesar Rp 33352 via UPI Ref 486130,food
Pembelian Flipkart sebesar Rp 19062 via UPI Ref 399645,shopping
Belanja di mal sebesar Rp 1133 via UPI Ref 849367,shopping
Pendanaan akun demat sebesar Rp 38300 via UPI Ref 946541,investment
Pemesanan hotel sebesar Rp 49659 via UPI Ref 726891,travel
Belanja supermarket sebesar Rp 41026 via UPI Ref 700535,shopping
Investasi premi asuransi sebesar Rp 43142 via UPI Ref 410810,investment
Tagihan toko mode sebesar Rp 5975 via UPI Ref 647579,shopping
Pembayaran cicilan kartu kredit sebesar Rp 35179 via UPI Ref 921591,loan
Cicilan pinjaman pribadi sebesar Rp 25272 via UPI Ref 767709,loan
Pembayaran toko pakaian sebesar Rp 9729 via UPI Ref 446401,shopping
Pembelian Flipkart sebesar Rp 19394 via UPI Ref 122306,shopping
Pembelian di toko elektronik sebesar Rp 37421 via UPI Ref 748841,shopping
Pemesanan tiket pesawat sebesar Rp 12576 via UPI Ref 213618,travel
Pembelian tiket kereta sebesar Rp 19395 via UPI Ref 918443,travel
Pemesanan hotel sebesar Rp 26590 via UPI Ref 691307,travel
Pembayaran pesanan Amazon sebesar Rp 26826 via UPI Ref 752442,shopping
Pembelian paket makan siang sebesar Rp 31097 via UPI Ref 262530,food
Deposito berjangka sebesar Rp 7814 via UPI Ref 579389,investment
SIP reksa dana sebesar Rp 42169 via UPI Ref 563459,investment
Pembelian tiket kereta sebesar Rp 20383 via UPI Ref 688942,travel
Pembayaran pom bensin sebesar Rp 39862 via UPI Ref 331103,travel
Potongan cicilan ponsel sebesar Rp 43520 via UPI Ref 731662,loan
Potongan cicilan ponsel sebesar Rp 16088 via UPI Ref 645478,loan
Pembayaran pom bensin sebesar Rp 49711 via UPI Ref 118349,travel
Pembayaran cicilan peralatan elektronik sebesar Rp 301 via UPI Ref 461426,loan
Deposito berjangka sebesar Rp 7820 via UPI Ref 249376,investment
Belanja supermarket sebesar Rp 22470 via UPI Ref 131394,shopping
Belanja di mal sebesar Rp 26722 via UPI Ref 719196,shopping
Cicilan pinjaman pribadi sebesar Rp 44438 via UPI Ref 253734,loan
Deposito berjangka sebesar Rp 17535 via UPI Ref 198039,investment
Belanja supermarket sebesar Rp 37646 via UPI Ref 496672,shopping
Cicilan mobil sebesar Rp 41410 via UPI Ref 176340,loan
Pembayaran taksi Uber sebesar Rp 36917 via UPI Ref 605339,travel
SIP reksa dana sebesar Rp 44140 via UPI Ref 970962,investment
Pembelian tiket kereta sebesar Rp 34736 via UPI Ref 428932,travel
Transaksi belanja online sebesar Rp 49279 via UPI Ref 226024,shopping
Pembayaran cicilan peralatan elektronik sebesar Rp 12685 via UPI Ref 914972,loan
Cicilan mobil sebesar Rp 35585 via UPI Ref 256187,loan
Pemesanan bus sebesar Rp 33459 via UPI Ref 385109,travel
Pembayaran restoran sebesar Rp 10863 via UPI Ref 601656,food
Pembayaran taksi Uber sebesar Rp 526 via UPI Ref 800151,travel
Belanja supermarket sebesar Rp 39447 via UPI Ref 509650,shopping
SIP reksa dana sebesar Rp 3714 via UPI Ref 222456,investment
Investasi obligasi emas sebesar Rp 13342 via UPI Ref 178702,investment
Tagihan kafe sebesar Rp 40200 via UPI Ref 451106,food
Pembayaran restoran sebesar Rp 4439 via UPI Ref 493416,food
Pembayaran pesanan Amazon sebesar Rp 40212 via UPI Ref 779776,shopping
Potongan cicilan pinjaman sebesar Rp 19304 via UPI Ref 760458,loan
Pembelian Flipkart sebesar Rp 48447 via UPI Ref 437004,shopping
Makan malam di hotel sebesar Rp 26824 via UPI Ref 911235,food
Pembayaran pom bensin sebesar Rp 12938 via UPI Ref 710756,travel
Deposito berjangka sebesar Rp 27044 via UPI Ref 757433,investment
Pembayaran taksi Uber sebesar Rp 47939 via UPI Ref 486254,travel
